key,value
carabinieri,25.15346380446355
furto,22.874455229015307
stato,21.860777405040427
trento,17.499156582924133
euro,16.452348376302538
furti,15.438656833166785
ladri,15.071784000493974
via,15.00375045853784
notte,13.70330989163632
casa,12.670244500829199
donna,11.525283543587305
negozio,11.487426899942742
mentre,11.405989469083547
stata,10.916329592634678
valore,10.855742663777983
poi,10.499027716188085
militari,10.460630960509192
rubato,10.434191077084398
denunciato,9.917857996949827
arrestato,9.553524980308008
ieri,9.525805224109176
luomo,9.454556563749506
polizia,9.39602467582551
alcuni,9.234191889385016
indagini,9.195843604412486
rovereto,9.159728026961805
aver,9.066871909670636
circa,9.004984835765647
ladro,8.916283613533928
trentino,8.645307883597471
essere,8.631782723932416
fatto,8.489523005374402
banda,7.932431552202509
auto,7.897184327231207
quando,7.820779158038862
anni,7.73506002108993
senza,7.637041514683143
allinterno,7.564115206153942
presso,7.510175099260158
malviventi,7.467948825107293
stazione,7.379508763973923
quindi,7.376258320682127
centro,7.3483345113103375
tentato,7.332843795985725
persone,7.2088306913500215
refurtiva,7.182197065033063
aggravato,7.113104086426048
denunciati,7.083354215003832
gioielli,7.031179695172289
giovane,6.927624890057187
trovato,6.913603131937965
pomeriggio,6.869756038386295
all,6.8671768873480845
residente,6.865479286316939
colpo,6.811793228222425
cittadino,6.80357382166877
proprietario,6.789904129148308
abitazione,6.708579850421156
denuncia,6.695949316089448
bottino,6.6356743983108935
oggetti,6.514056709262442
durante,6.476314913007278
portato,6.4501122013565775
secondo,6.369640029894214
subito,6.350673578585856
riva,6.268654892949798
entrati,6.235908823917558
infatti,6.217157894876145
volta,6.180605933873208
denaro,6.140904267442683
quattro,6.13954128351546
riusciti,6.114258356366721
agenti,6.10466099746511
uomo,6.09632586751636
zona,6.083925626047004
forze,6.069846398080072
notato,6.067406628694066
fuga,6.020316687419165
garda,5.995470069922576
mattina,5.978890878131589
arrestati,5.953347648744272
carcere,5.948698026004446
contanti,5.944050786128613
avvenuto,5.9140226380569025
caso,5.8456707124053375
bar,5.826996099804907
messo,5.737720464110242
locale,5.6814775514740194
fermato,5.675925670219749
cassa,5.661006349068027
dellordine,5.6602701229566135
dell,5.644363834147612
chiamato,5.6331264001992025
pochi,5.629790981313518
verso,5.606866629889701
mesi,5.5573323835992285
qualche,5.539802406447178
000,5.537902575708512
cittadini,5.487395363262098
grazie,5.468288217088939
