key,value
stato,1.8120613219138824
carabinieri,1.6310187658254856
casa,1.5585348623464428
donna,1.4094392724440459
violenza,1.4006077491806632
luomo,1.252980246966351
trento,1.0819844718510148
confronti,1.0377313234601813
vittima,1.022757646517216
sessuale,0.9347514217057458
arrestato,0.9275710683993346
trentino,0.9190122590914984
uomo,0.9096297303404298
stata,0.8980230479211424
polizia,0.8081889547970071
poi,0.8016601467837505
famiglia,0.7459947697583454
denunciato,0.7273924007932342
lite,0.7041411916761592
essere,0.6840808055000618
fatto,0.6782435381365218
bambina,0.6713020159413974
trovato,0.6699131333923339
lesioni,0.6671590436109466
volta,0.660347943482787
denuncia,0.6539129521462653
madre,0.6449232236206037
procura,0.6107919299009389
senza,0.6046295902555546
caso,0.5996872174782494
compagna,0.5921015949527391
donne,0.5902728436095594
vicina,0.5782811463028288
aver,0.5776517825022276
sera,0.5768761295571582
piazza,0.5755607169402123
reclusione,0.5740228581588223
condannato,0.5740228581588223
reati,0.5732964121618698
vicini,0.5726827264521521
indagini,0.5721497397127107
figlia,0.5593268918909692
mesi,0.5572367072809906
giovane,0.5410388453447207
via,0.5374049634960252
situazione,0.5365769022352256
comunità,0.533745896908158
valsugana,0.5317821118947673
dell,0.5314861608765298
ragazza,0.5236534894742453
anni,0.5189331555003124
mattina,0.5188948190436471
minorenne,0.5184713155428737
alcuni,0.5136446220784312
aggressione,0.5078356447080103
grave,0.5051483716282946
figli,0.5049401238943603
sotto,0.487463694232299
allepoca,0.4842734295541175
carcere,0.483886437460572
condanna,0.4830033036739712
quando,0.4778042790321637
episodio,0.47660249118294395
sacerdote,0.4742215616357355
raccontato,0.4622444956807658
minori,0.4572662164530989
moglie,0.4563966089582912
sentenza,0.4467046600762927
delluomo,0.4459976651813021
ragazzo,0.4430942560986848
qualche,0.4397825873870973
violenze,0.4339537767104935
sicurezza,0.433489807764545
servizi,0.4306330561033066
portato,0.42908108398125416
quindi,0.42757684303540544
coltello,0.4245798501205099
forze,0.4217651994406939
aggredito,0.4209386212055191
marito,0.417510755832584
cittadino,0.4175044188827708
primo,0.4125126841230533
dante,0.4105632722293898
seguito,0.4103954535254455
intervenuti,0.4101806912416433
vittime,0.4099055043108401
misura,0.4049042072028829
colpito,0.4019892084905961
andare,0.3998740484850885
insieme,0.39892605267325104
stesso,0.3936856639601308
presentato,0.3912638728645204
accusato,0.38765158999716826
frattempo,0.3867713580382775
protagonista,0.3859212151081354
episodi,0.38492481857532784
avvenuta,0.3847463480688765
persone,0.3839252386265501
bloccato,0.3825295035579022
fare,0.3814923488175621
