key,value
arrestato,0.36640590734690975
stato,0.2710840680954372
stupefacenti,0.2588638966231848
antidroga,0.24427060489793986
finanza,0.24427060489793986
guardia,0.24427060489793986
sostanza,0.2250381194749784
giovane,0.2250381194749784
sostanze,0.19414792246738852
serra,0.19414792246738852
carabinieri,0.19414792246738852
denunciato,0.19414792246738852
coltivazione,0.19414792246738852
militari,0.17899217085451952
trento,0.17899217085451952
scoperto,0.13294622223406066
propria,0.12943194831159238
allestito,0.12943194831159238
nell,0.12943194831159238
canapa,0.12943194831159238
compagnia,0.12943194831159238
camera,0.12943194831159238
fini,0.12943194831159238
illuminazione,0.12943194831159238
casa,0.12943194831159238
spaccio,0.12943194831159238
abitazione,0.12943194831159238
letto,0.12943194831159238
temporizzata,0.12943194831159238
civezzano,0.12943194831159238
artificiale,0.12943194831159238
artigianale,0.12943194831159238
indiana,0.12943194831159238
umidificazione,0.12943194831159238
angolo,0.12943194831159238
parco,0.12213530244896993
breve,0.12213530244896993
persone,0.12213530244896993
piazza,0.12213530244896993
cani,0.12213530244896993
originario,0.12213530244896993
nazionalità,0.12213530244896993
nascosto,0.12213530244896993
mentre,0.12213530244896993
grazie,0.12213530244896993
maghreb,0.12213530244896993
lhashish,0.12213530244896993
italia,0.12213530244896993
irregolare,0.12213530244896993
hashish,0.12213530244896993
bloccato,0.12213530244896993
bilancio,0.12213530244896993
sequestrati,0.12213530244896993
albanese,0.12213530244896993
ultime,0.12213530244896993
denunciate,0.12213530244896993
tunisino,0.12213530244896993
22enne,0.12213530244896993
tentando,0.12213530244896993
dante,0.12213530244896993
stupefacente,0.12213530244896993
effettuati,0.12213530244896993
etti,0.12213530244896993
settimane,0.12213530244896993
serie,0.12213530244896993
appostati,0.12213530244896993
alcune,0.12213530244896993
allinterno,0.12213530244896993
risultato,0.12213530244896993
finanzieri,0.12213530244896993
altre,0.12213530244896993
recuperare,0.12213530244896993
controlli,0.12213530244896993
quindi,0.12213530244896993
fioriere,0.12213530244896993
fiuto,0.12213530244896993
pressi,0.12213530244896993
presenti,0.12213530244896993
contenenti,0.06471597415579619
dall,0.06471597415579619
comando,0.06471597415579619
consumo,0.06471597415579619
violazioni,0.06471597415579619
colleghi,0.06471597415579619
classe,0.06471597415579619
22,0.06471597415579619
309,0.06471597415579619
73,0.06471597415579619
90,0.06471597415579619
abusiva,0.06471597415579619
accusa,0.06471597415579619
alcuni,0.06471597415579619
altezza,0.06471597415579619
analisi,0.06471597415579619
analizzata,0.06471597415579619
aria,0.06471597415579619
articolo,0.06471597415579619
attrezzatura,0.06471597415579619
barattoli,0.06471597415579619
definire,0.06471597415579619
