key,value
stato,1.7892049388557911
carabinieri,1.6195450236229296
casa,1.5409098630135918
donna,1.396530444722594
violenza,1.3816271765354269
luomo,1.2382193504272998
trento,1.0658779057998693
confronti,1.0179094004467975
vittima,1.013895506027935
arrestato,0.9183638131643496
sessuale,0.9172915657370371
trentino,0.9123858742962977
uomo,0.9014547279336158
stata,0.8861345342168216
poi,0.7966990204162467
polizia,0.7954279093332294
famiglia,0.7340318252587867
anni,0.7288950260020718
denunciato,0.7210665469964918
però,0.7132503244109085
lite,0.7004236346104116
essere,0.6691692285616367
fatto,0.6676262892283851
trovato,0.6631658576338375
bambina,0.6591045741031213
lesioni,0.6562963297952149
volta,0.6505085772094478
denuncia,0.6487284559028034
madre,0.6407577096455257
già,0.6181690055118195
senza,0.5982807738667769
procura,0.5971662408512518
caso,0.5934664694205456
compagna,0.5884609445374325
donne,0.5858962441987725
aver,0.5740088537048825
vicina,0.5736959773345955
sera,0.5718384959460823
reclusione,0.569030788701842
condannato,0.569030788701842
reati,0.5679373422749773
indagini,0.567388159766388
piazza,0.5673745553986631
vicini,0.5671482779986132
figlia,0.5584478903362134
mesi,0.5498901080308063
via,0.530503761970424
situazione,0.5303404866597526
dell,0.5292923076430829
valsugana,0.5286042397979688
giovane,0.5266250352802779
ragazza,0.517855922306158
minorenne,0.5131411214539425
comunità,0.5129366639231306
mattina,0.5121464783147863
il,0.5106699795566537
aggressione,0.5054896791588298
figli,0.5012310597169641
grave,0.501193360003982
alcuni,0.5011227905406728
sotto,0.48228084573629776
carcere,0.478912775537454
allepoca,0.4780016667207384
la,0.476005689556081
condanna,0.473079221015806
quando,0.4722272517345723
episodio,0.4710172916174661
sacerdote,0.4648327554385925
raccontato,0.45772060146201077
moglie,0.4542501359085774
minori,0.4473665876353571
sentenza,0.44306509246704107
delluomo,0.44172598153618503
qualche,0.43394269216310744
ancora,0.4333044418430359
violenze,0.4311334017706721
sicurezza,0.4297806510311428
ragazzo,0.429658515399435
servizi,0.4287477848166438
quindi,0.42295911373701245
portato,0.421078734048868
aggredito,0.42002625805136407
coltello,0.4190568079199588
forze,0.41672704346746603
marito,0.41450950214232446
cittadino,0.4140008987426438
dante,0.40899332739952743
vittime,0.40730354445729744
primo,0.40697097817971406
intervenuti,0.4057347274542218
seguito,0.39924035416352643
colpito,0.39846154373969667
insieme,0.3945910859719385
misura,0.39311325382909745
andare,0.3924229707155261
stesso,0.3896212086546462
di,0.38899202977380143
presentato,0.3880291651600706
avvenuta,0.3830983157038127
frattempo,0.38231430793197446
