key,value
trento,2.0936883231042693
prostituzione,1.9921286295852303
ragazze,1.7346884164878689
carabinieri,1.6987235474581854
via,1.390917845710224
sfruttamento,1.3067482754389985
giro,1.2770331293629382
stato,1.2365291438919395
donne,1.1861069431603217
euro,1.1189657193508695
banda,1.058088558880186
clienti,1.0285786445973155
nan,1.0
prostitute,0.9805917023450975
persone,0.9801510049070411
donna,0.9711460011805675
polizia,0.964636409736533
italia,0.9578216854959561
stata,0.9107505576109224
indagini,0.9046520159705875
cinese,0.8668190263055334
foto,0.8314661269399042
arrestato,0.8249294723097236
città,0.8202875751970164
poi,0.8140753639130809
altre,0.7976042268591967
comunale,0.7944835263851857
000,0.7807659334599909
proposta,0.7631464610561447
anni,0.7475618906859192
bolzano,0.7425715296764583
favoreggiamento,0.7302537325063075
consiglio,0.7277281259797072
arrestati,0.7167104866019371
milano,0.6876546144539776
attività,0.683432543948443
proprio,0.6795196862752692
essere,0.6765480973574901
dell,0.6759727666344015
rumeni,0.6729496598150997
appartamenti,0.6655504155924993
mese,0.6646861417489458
carcere,0.6447791605884469
militari,0.642924946111094
luomo,0.6420975150207273
trentino,0.6402236843728464
scoperto,0.632095211029617
all,0.6190208970408266
cittadini,0.6164117887566432
solo,0.6083420978960128
nord,0.6067110930939029
mesi,0.6036358653870345
riva,0.5985268140755284
garda,0.5985268140755284
comando,0.597895837241437
cittadino,0.5902397770171124
brennero,0.5885207385299118
sabato,0.5883180936919633
denaro,0.5840214334322587
prostituirsi,0.5823961359886314
il,0.5785205907817562
giovane,0.5729842454250906
consigliere,0.5713446524702608
quali,0.5701684462163293
prostituta,0.5657332977975319
casa,0.5651202700730578
vittima,0.5547460888064357
ben,0.5525793957300156
30,0.5511061000640346
mozione,0.5509832123050057
mobile,0.5506501925593557
portato,0.549625528758657
reati,0.5448849593680264
senza,0.5428320022857758
italiani,0.5426792353000006
estorsione,0.5400073000160505
fatto,0.5395819875683496
case,0.5370450323758964
la,0.5367890925224025
le,0.5354925512857066
appuntamenti,0.5334491142049957
squadra,0.5327294276138446
secondo,0.531324393321608
arresti,0.5264414131918561
appartamento,0.5198040534200566
prestazioni,0.5161526420949165
alcune,0.5151267937074637
fa,0.5148170460080496
carico,0.514124867447314
quattro,0.5109754983704657
fermato,0.5102767965803562
http,0.5092321754452351
trentotoday,0.5092321754452351
arrestate,0.508255666188025
locale,0.5081843747091656
reato,0.5080989059026239
di,0.505852451062563
giovani,0.5058434771375919
ragazza,0.503786948399155
denunciati,0.49593806626795256
