counts,cod_quart,nome_quart,geometry
153,21,SAN PIO X,"POLYGON ((11.12469779085965 46.05642168385308, 11.12342177027413 46.05513133804168, 11.12258746763733 46.05410728650099, 11.12193458973474 46.05330487119651, 11.12141474282405 46.05268449177007, 11.12071965971285 46.05170734369676, 11.12018774988639 46.05068666101607, 11.11890886665851 46.05151143054278, 11.11816123037671 46.05241184184429, 11.11797894680675 46.05263123282941, 11.11731326677314 46.05385863643758, 11.11694376225554 46.05531006038087, 11.11677522724429 46.05631223589459, 11.11668275288503 46.05710599093953, 11.11665252319243 46.05737206496931, 11.11723477677539 46.05746928170638, 11.11829796255262 46.0576340833123, 11.11865256332209 46.05727198924347, 11.11937162757179 46.05676362614992, 11.1196994274395 46.05654603354046, 11.11997866618772 46.05662185653512, 11.12081005693654 46.05676843457324, 11.12103760099412 46.05629618562769, 11.12073633624509 46.05619377266193, 11.12077920536944 46.05608947141101, 11.12086808617849 46.05604731931854, 11.12210697175922 46.05628532767139, 11.12279896856803 46.05642097965925, 11.12353075973234 46.05658288921526, 11.12395440048531 46.05680002595446, 11.12420484707555 46.05705188315441, 11.12448394885504 46.05687118413901, 11.12469779085965 46.05642168385308))"
191,6,CAMPOTRENTINO,"POLYGON ((11.1091388747863 46.09449225910726, 11.1110746708981 46.09215849607549, 11.11356157159489 46.08915137737487, 11.11701639564311 46.08497421611098, 11.11505549354786 46.08426349773079, 11.11476491264218 46.08402136471369, 11.11464607439306 46.08370404883836, 11.11459464744325 46.08333148255119, 11.11425962560567 46.08336468407505, 11.1139011251761 46.0833758179329, 11.11368098501376 46.08341139234484, 11.11348356592611 46.08349154820844, 11.11325084340171 46.0835363549814, 11.11287250841116 46.08349384985814, 11.11272572637113 46.08346056249766, 11.11246983775121 46.08340679126204, 11.11235169288785 46.08331897130387, 11.11241834782558 46.08328623739241, 11.11257561869623 46.08317082399707, 11.1128227473206 46.08299524585105, 11.1129233996849 46.08292138096046, 11.11344745980029 46.08225015575125, 11.11346947619109 46.08134520437294, 11.11347769310063 46.0812640484155, 11.11353720290036 46.08079042445188, 11.11319444437925 46.08011273119157, 11.11294128069946 46.08025692030679, 11.11229714260386 46.08061984833093, 11.11228294591313 46.08062911124304, 11.11137005742462 46.08110950788378, 11.1104954842304 46.08153518676401, 11.10911553553277 46.0821907001698, 11.10753893555135 46.08292632820207, 11.10568082010262 46.08380662980876, 11.10504780660468 46.08412430941501, 11.10478116435042 46.08425522798055, 11.10476373410308 46.08426454951923, 11.10447498417931 46.08440937528508, 11.10444641513224 46.08442340216421, 11.10379918818677 46.08475033703351, 11.10275043748087 46.08523316590582, 11.10173545735099 46.08588187182919, 11.10077487640116 46.08651606775228, 11.09990876212616 46.0872115222819, 11.09923055852695 46.08783151426905, 11.09863261821944 46.08843652722948, 11.09807454878459 46.08902730418534, 11.09767685772182 46.08958363242555, 11.09707167094753 46.09038227915705, 11.09612436730812 46.09175422624842, 11.0947028995946 46.09380089036113, 11.09382930331496 46.09502326240024, 11.09378206495133 46.09508874028224, 11.09411648156782 46.09519256409874, 11.09449275352179 46.09525928690411, 11.09560664792415 46.09543767099387, 11.09632793724123 46.09553135802418, 11.09647000312313 46.09572630612802, 11.09686086172963 46.09603409598434, 11.09703494088732 46.09620181429162, 11.09701859912816 46.0962226797509, 11.09730964404315 46.09622507611775, 11.09755000464803 46.09623164262083, 11.09792605930161 46.09621393570425, 11.09813088773029 46.09616373199231, 11.09830055592443 46.09604271181495, 11.09840648414291 46.09600320187076, 11.09850469240281 46.09597449238522, 11.09886256233663 46.09588658172137, 11.0997690626438 46.09561089304866, 11.09987187982108 46.09558623218486, 11.09997434487585 46.09557273802022, 11.10024666134091 46.09557601123424, 11.10062652896901 46.09556686554626, 11.10068692418337 46.09555612450939, 11.10074648321961 46.09553018838608, 11.10079316665576 46.09549224870091, 11.10082394298716 46.09544083118428, 11.10096737994948 46.09480340470835, 11.10109858931805 46.09444341087828, 11.10116115892899 46.09432993664032, 11.10125146591739 46.09423611003677, 11.10149009214395 46.09402351047662, 11.10171375523892 46.09377550075384, 11.10252868633816 46.09377546615788, 11.10361423624457 46.09394929166996, 11.10414323842417 46.09404039710375, 11.10456397303797 46.09413409094165, 11.10493271616521 46.09421272908511, 11.10523062361306 46.09424007859482, 11.10565159371414 46.09419787338198, 11.1058756713565 46.09416534833939, 11.10611685014595 46.09412564669126, 11.1063511323437 46.09408951458448, 11.10658148955417 46.09407898192065, 11.10683607230315 46.09409173589326, 11.10701277916761 46.09411199664078, 11.10794705146653 46.09430446255696, 11.10826170481283 46.09436879487865, 11.10836828382886 46.09437738772672, 11.10858146701652 46.09435905210337, 11.10887609095736 46.09437761307179, 11.10897361618397 46.09439118923246, 11.1089588016904 46.09440988882172, 11.1091388747863 46.09449225910726))"
53,28,SAN BARTOLOMEO,"POLYGON ((11.13564490062483 46.05094659527033, 11.13599558440688 46.05089994960114, 11.13594053374662 46.05065682972424, 11.13586558131226 46.04990815060354, 11.13588963019589 46.04983398413471, 11.1359696466066 46.0497188816942, 11.13614073561184 46.04957158053067, 11.13620092046629 46.04950687796745, 11.13631206921996 46.04935367857279, 11.13637746094779 46.04927674575183, 11.13652995215072 46.04912005776293, 11.13671645898504 46.04898579401185, 11.13676620538237 46.04894629351289, 11.13686989262791 46.04884929533707, 11.13697902655343 46.04867091687873, 11.1370330901593 46.04861127398232, 11.13712987658097 46.04850786484828, 11.13718854266344 46.04844813841942, 11.13725907010394 46.04837268428376, 11.13731103060264 46.0483193901027, 11.13733776006562 46.04829114354796, 11.13735439249898 46.04829801298775, 11.13735958366697 46.04829082346475, 11.13734410362263 46.04828502393878, 11.13742692741201 46.0482038387596, 11.13748905594931 46.04821076807797, 11.13751624381096 46.04814431211707, 11.13760208490674 46.04789205547963, 11.13761629149772 46.04784715610258, 11.13763759546637 46.04769031310872, 11.13766990255759 46.04746794007389, 11.13769031965474 46.04735870526266, 11.13777754233057 46.04713618476821, 11.13780633301942 46.04708900776121, 11.13786283983696 46.04702164020333, 11.13809848941767 46.0468601301695, 11.13843091583734 46.04664579514763, 11.13853690179481 46.04658173993515, 11.13859123842773 46.04653434525631, 11.13862202790425 46.04649429342957, 11.13865397046741 46.04639599296014, 11.13864654653235 46.04627274855193, 11.13857008520046 46.04588310319671, 11.13856197475336 46.04577845040279, 11.13858433318725 46.04571597729525, 11.13857731022099 46.04559813564645, 11.13856100185485 46.04552382478019, 11.13850002330885 46.04528707346871, 11.13851477699966 46.04528035273233, 11.13851191918987 46.04515790302239, 11.13850989625654 46.04507122528318, 11.13850548009956 46.04502341062187, 11.13856211364026 46.04480939200922, 11.13862689159263 46.0446790513477, 11.13865132908171 46.04453906924125, 11.13866100655971 46.04447515764516, 11.13869491092998 46.04446028567871, 11.13867385122259 46.04440512512753, 11.13867517492108 46.04439801389894, 11.13867762647621 46.04435748332329, 11.13868295939642 46.04425805414436, 11.13868972510846 46.04406547834908, 11.13872369807193 46.04397838348101, 11.13874272026116 46.04393918601147, 11.13653849082775 46.04400970155319, 11.13632182960832 46.04425676663755, 11.13540071756724 46.04504802998051, 11.13508308114668 46.04527447877744, 11.13463151312349 46.04491839719033, 11.13422287427155 46.0439989809319, 11.13416337141286 46.04304153973672, 11.13480602354448 46.04202597721504, 11.13588403806004 46.04124078541636, 11.13660323237703 46.04049379638318, 11.13671125158726 46.03965022930286, 11.13582259371335 46.03943733387012, 11.13564257708595 46.03992222603469, 11.13505155984771 46.04085132392028, 11.13429092543057 46.04132006184626, 11.1332264179871 46.04165946171655, 11.1322644765568 46.04227145251257, 11.13142947528311 46.0425300475303, 11.13118904687819 46.0440916185994, 11.13110388765212 46.0453217745257, 11.13109218732795 46.0464875564501, 11.13117050224352 46.04793517441718, 11.13125510633184 46.04918916422071, 11.13124178941897 46.04959893480432, 11.13099982672854 46.05007147366969, 11.13031716781028 46.05110126005268, 11.13022201547361 46.05127404351494, 11.12989543402347 46.05206767483098, 11.12979369959383 46.05257359847075, 11.12979882952176 46.05274901223881, 11.12981122310772 46.05311330070469, 11.12980655002247 46.05324389480343, 11.13033428362861 46.0531845527015, 11.13118231245503 46.05321823896545, 11.13217059512118 46.05328530336725, 11.13284619482272 46.05333119569196, 11.13323765595123 46.05334188777618, 11.13363908979203 46.05327588817057, 11.13383096027355 46.05334880873401, 11.1338583482208 46.05326279260722, 11.13399051315296 46.0530443123877, 11.13436880482179 46.05277623161778, 11.13473591315913 46.05261636434654, 11.13535664910606 46.0524967580162, 11.13539296399343 46.05230706908907, 11.13549138523165 46.05209371804322, 11.13544683424634 46.05173453141892, 11.13548320255574 46.05150433925956, 11.13547418609817 46.0512704951846, 11.13545566597178 46.05116733578272, 11.13552110908506 46.05106260692035, 11.13564490062483 46.05094659527033))"
123,31,VILLAZZANO,"POLYGON ((11.13953220584073 46.05710510063366, 11.13959656538293 46.05710263797622, 11.13970527886768 46.05709298953168, 11.13975968162485 46.05709230324877, 11.13985794162443 46.05708052311773, 11.13979136782886 46.05661752108571, 11.13986795743729 46.05630887480473, 11.13985804686634 46.05620108683244, 11.13965274980933 46.05589286409362, 11.13945876412477 46.05552934600041, 11.13941273119458 46.05542933580146, 11.13936478822265 46.05527633419553, 11.13936408529569 46.05511720729796, 11.13941826644384 46.05507649491473, 11.13962470114351 46.05530060897499, 11.13969178672018 46.05535168996384, 11.13973731187739 46.05539703500191, 11.1400739696522 46.05564445131562, 11.14035917066111 46.05576167999769, 11.14051998385834 46.05578789657031, 11.14102489988849 46.05587020886714, 11.14121541899867 46.0558953209682, 11.14174534731559 46.05597732559828, 11.14200718242894 46.05594931484756, 11.14247762086802 46.05576548575406, 11.14220151066254 46.05478567256704, 11.14214097195938 46.05444524727574, 11.14210516142192 46.05420088679752, 11.14208596630817 46.05402864251844, 11.1420814854215 46.05398630543862, 11.14209583029805 46.05399663789397, 11.14223928071415 46.05406558746545, 11.14246707896912 46.05411581973354, 11.14254309636667 46.05411378988241, 11.14297725794407 46.0541418716398, 11.14295084634468 46.05402489559404, 11.14300320082546 46.05401377311688, 11.1428735204672 46.05373842208594, 11.14296059240027 46.0536096070483, 11.14312014251459 46.05342951270357, 11.14322882052128 46.05335989102248, 11.14335539316481 46.05333168058338, 11.14353722899732 46.05331797320747, 11.14375019281038 46.0534841274159, 11.14396433412164 46.0543908903695, 11.1447841510247 46.05429195170723, 11.14511033170057 46.05417333831512, 11.14536257365064 46.05410092798657, 11.145485843036 46.05408766226489, 11.14571501717796 46.05408177103137, 11.14598271741918 46.05410427833123, 11.14661761442938 46.05403979138773, 11.14661842696298 46.05401632434504, 11.14653951006145 46.05348765032805, 11.14714600906005 46.05350953644722, 11.14695032814271 46.05310221358618, 11.14710964837244 46.05307748846042, 11.14729375270314 46.05300586024008, 11.14760874670354 46.05291727651657, 11.14765066246498 46.05290850164589, 11.14767019421141 46.05286681302389, 11.14767771133854 46.05284907674042, 11.14771292512045 46.05281994075214, 11.14797588977995 46.0526190989813, 11.14817870868099 46.05254020017806, 11.14825652234407 46.0525215733638, 11.14836424519922 46.05250091937064, 11.14837705736819 46.05253307128373, 11.14856314838892 46.05249347245745, 11.14879602725461 46.05247157348049, 11.14909767292542 46.05248852962195, 11.14909629295459 46.05248095329729, 11.14957657956041 46.05249301309606, 11.14977955240136 46.05244418691981, 11.1499195156099 46.0524543736915, 11.15018608362809 46.05237943954708, 11.15014317379162 46.05231283373084, 11.15022993397155 46.05229330143153, 11.15023021117681 46.05229323902437, 11.15065437531842 46.05219855269792, 11.15066639397376 46.05213775171903, 11.15063903160852 46.05209112425958, 11.15068318110665 46.0520818132136, 11.15091429881483 46.05204522650633, 11.15139289480512 46.05205187841714, 11.15152024349754 46.05204443969538, 11.15184177756235 46.05194127833585, 11.15223342433818 46.05189407536715, 11.15229450060588 46.0519597180248, 11.1527383689191 46.05185091203695, 11.15328924225274 46.05182864836403, 11.15383725695714 46.05181266130301, 11.15382585525741 46.0518729432345, 11.15383238127029 46.05193294730817, 11.15385012731389 46.05198984437443, 11.15386943734855 46.05202483170099, 11.15389403172224 46.05205147984034, 11.15400364010287 46.05213097388957, 11.15405061509371 46.0521618385064, 11.15410457491667 46.05211917426699, 11.15414514835155 46.05206186499083, 11.15425112248815 46.05169078200114, 11.15431539957313 46.0514549497224, 11.15430184927115 46.05126450060635, 11.15430153066817 46.05113926761749, 11.1547800968391 46.05109740692121, 11.1547791540167 46.05108500630731, 11.1550822285161 46.05112243288774, 11.15533850157928 46.05110204882256, 11.155325232711 46.05104262951323, 11.15522119640564 46.05086970313118, 11.15521722325737 46.05085568909243, 11.15521513632559 46.05085123041483, 11.15520248853432 46.05080591223275, 11.15520182657908 46.05080138204873, 11.15516139495938 46.05065877140179, 11.15514530519981 46.05056219087574, 11.15519192540606 46.05026951145203, 11.15520481229419 46.05022308346414, 11.15531259605205 46.0499805910481, 11.1553516650662 46.0499544419051, 11.15541281702609 46.0499107606182, 11.15548503503046 46.04975258367498, 11.15550195346411 46.04971552760168, 11.15556229180105 46.04959747678799, 11.15559153523482 46.04952602425286, 11.15569330987817 46.04930901798775, 11.15581462115349 46.04933850307977, 11.15599200664008 46.04937026064613, 11.15612097378092 46.04938976772193, 11.15627327992772 46.04933461606768, 11.15641286101806 46.04926035775288, 11.15643334646184 46.04925271807156, 11.1565827119186 46.04919183985777, 11.1567069637376 46.04914363403123, 11.1568241172187 46.04905210840945, 11.15686013433527 46.04903080121725, 11.15716169478147 46.04891760473504, 11.15740702187374 46.04885465984493, 11.15782284682293 46.04884680416821, 11.15808756979902 46.04871181174771, 11.15814233614801 46.04849014862716, 11.15804157749236 46.04835976218042, 11.15798244801362 46.0482546149695, 11.15788599492102 46.04811705723691, 11.15780430215076 46.04783736075854, 11.15769749616281 46.04782587748272, 11.15761162538063 46.04779749773483, 11.15756011041791 46.04777127246361, 11.15743349876084 46.04759118777518, 11.15729177058207 46.04735769536835, 11.15720972635837 46.04719917963557, 11.15704904574092 46.046884841876, 11.15701016339613 46.0466815270389, 11.15697164549655 46.04658636150163, 11.15687689527266 46.04655579600039, 11.15680090958536 46.04650347559639, 11.1566903095925 46.04641909926276, 11.156768856717 46.04631826721533, 11.15689793467316 46.04616718669858, 11.15693105992355 46.04612338998263, 11.15707138362631 46.04578000806007, 11.15658751261399 46.04570974174167, 11.15670235781706 46.0450064487184, 11.15701813656655 46.04439126580741, 11.15752824232236 46.04383182272331, 11.15774466030431 46.04339666031393, 11.15809614024062 46.04306216323648, 11.15980650242172 46.0417983493696, 11.16281582642194 46.04040146414436, 11.16276204255175 46.03868388545733, 11.1632342914321 46.03771258260434, 11.16373725403488 46.03635072852212, 11.16402605185109 46.03500783975102, 11.1646635969235 46.0339919694507, 11.16882536850908 46.03403398768854, 11.17417885452143 46.03256070872525, 11.18472327173278 46.02948590137429, 11.18470229760167 46.02918675100448, 11.18458422911381 46.02889752567631, 11.18403313183481 46.02830795355593, 11.18342389390235 46.02756136328985, 11.18319017668267 46.02687502187367, 11.18302406154496 46.0262747509457, 11.18252628416195 46.02569716244849, 11.18251759453494 46.02569477825621, 11.18142041913442 46.02539373677369, 11.18008434469181 46.02510489765952, 11.17887343371898 46.02452973048284, 11.17739860775572 46.02433039088022, 11.17172069054623 46.02356276325013, 11.16937258924844 46.02348735432668, 11.16667275034384 46.0232519892122, 11.16613395148888 46.02326766101222, 11.16611265613835 46.02322884101408, 11.1660977779573 46.02319662216765, 11.16580598243003 46.02256472777653, 11.16539925148664 46.02240020040531, 11.16481216467755 46.02178272463747, 11.16333328924161 46.02096720983625, 11.1622858030825 46.0199148708228, 11.16154198164664 46.0193095036138, 11.16053136029808 46.01877683989039, 11.15939777723297 46.01830009739241, 11.15873287679704 46.01774306255587, 11.15869752589201 46.01771344613322, 11.15849517965625 46.01762646059269, 11.15818245429429 46.01749241550049, 11.15766959824005 46.01714632255736, 11.15723263873706 46.01684494701225, 11.15706273405922 46.01669051646355, 11.15344807935833 46.01712359733068, 11.15170610739733 46.01723570856701, 11.15042512277637 46.01703043948816, 11.1454406776277 46.01651710705752, 11.14527447043752 46.01649965004488, 11.14523708670924 46.0165622494303, 11.14512787140285 46.01660334410779, 11.14501749238993 46.01661058775153, 11.14491667141643 46.01660908561883, 11.14482160071022 46.01659870591368, 11.14470299789953 46.01656397588183, 11.14436943389587 46.01645742221608, 11.14414693056237 46.01640713633807, 11.14404069073707 46.01640329550639, 11.14393196177268 46.0164072818604, 11.14386914828736 46.01644347334187, 11.14385994329943 46.0164942193415, 11.14391798705288 46.01662345319094, 11.14423652794514 46.01718168077817, 11.14431112576345 46.01731274226568, 11.14434929241047 46.01736613226306, 11.14438875042219 46.01741397978179, 11.14438985282744 46.01741351219898, 11.14444941827186 46.01739312906712, 11.14446127392783 46.01752902245585, 11.14448408794004 46.01767528227729, 11.14452755436075 46.01786665865517, 11.14461376945613 46.01814790099417, 11.14462967714611 46.01835207289604, 11.14463475414084 46.01864611013343, 11.14459954176121 46.01905223301492, 11.14460836411558 46.01932372876221, 11.14460733051255 46.01948673805825, 11.14473499668988 46.02014500115339, 11.14480152804028 46.02063497765728, 11.14477210567554 46.02075352609457, 11.14464957376852 46.02100747792719, 11.14462997765439 46.02108887581448, 11.14462088858444 46.0212035814093, 11.14459737362997 46.02135215320896, 11.1444675557603 46.02162551011651, 11.14439107801427 46.02180586585976, 11.1444153207526 46.02185413847659, 11.14445669184272 46.02190198940477, 11.14455743821859 46.02197003304249, 11.14461092194932 46.02200426545283, 11.1446658457999 46.02205269107558, 11.14470229398741 46.02210512507381, 11.14472113704081 46.02213787530159, 11.14473573083754 46.02216800230046, 11.14475003830155 46.02220506565104, 11.14476760949742 46.02226493029655, 11.14475835497863 46.02257292735381, 11.14476461104137 46.02262177179882, 11.1447839733268 46.0226856040514, 11.14485846046175 46.02287570046818, 11.14485365509087 46.02300884828642, 11.14484649839178 46.02307015539644, 11.14482715495972 46.02315321690781, 11.14478743381931 46.02327199248246, 11.14468200849801 46.02342155892096, 11.14465454251215 46.02350677979025, 11.14464609061618 46.02355977993667, 11.14465709628288 46.02364221673697, 11.1446875908474 46.02370512981859, 11.14498471144765 46.02420458968803, 11.14503975586574 46.02426397969974, 11.14507535326956 46.02429948727076, 11.14512351102629 46.02445431638109, 11.14513423253104 46.02451892840319, 11.14514257420645 46.02460280636122, 11.14514383368721 46.02463249707257, 11.14519024097457 46.02472012678507, 11.14527535210397 46.02491703321038, 11.14527092783808 46.02501926610864, 11.14517963308535 46.02513931103538, 11.14500587016616 46.02529764451742, 11.14483256530464 46.02547055214118, 11.14478698078767 46.02560213681916, 11.14479984806423 46.02568286050965, 11.1448327151928 46.02578030041503, 11.14495637893338 46.02592432403411, 11.14506852775751 46.02610787976813, 11.14509251951269 46.02609702317273, 11.14514228597567 46.02623144753287, 11.1451959948 46.02633986737219, 11.14520615614253 46.02637997010638, 11.1452435778597 46.02646803932806, 11.14526585745113 46.02658363666541, 11.14523555477561 46.02658612836341, 11.14529181521345 46.02678488296132, 11.14538068534569 46.02706496158743, 11.14539389942339 46.02716073075968, 11.14539907522877 46.02737159016424, 11.14539570517462 46.02743707629529, 11.14536173397735 46.02768360689377, 11.1453327447494 46.02779487639775, 11.14525930941624 46.02797225927694, 11.14524052622536 46.02808346188264, 11.14522949991831 46.02832484302474, 11.14520624041823 46.02839136150227, 11.14517709580115 46.02844568681977, 11.14513747362586 46.02849786832359, 11.145096591578 46.02854453190574, 11.14486048733713 46.02872346013638, 11.14474738835633 46.0288350915926, 11.14471453932631 46.02887627577242, 11.1446988952437 46.02894425111675, 11.14471103056071 46.02901138738082, 11.14473532590262 46.02907458789105, 11.14516384618506 46.02965850827537, 11.14521271289019 46.02976543247082, 11.1454442166382 46.03048106317895, 11.14549054090677 46.03059876850383, 11.14569974091991 46.031003570863, 11.14582252533685 46.03126957031169, 11.14596564308809 46.03154919682702, 11.14611189623107 46.03187884481782, 11.14623179182746 46.0320259953781, 11.14637889093687 46.03240577296133, 11.14641388379474 46.03256686373487, 11.14642232196214 46.03263682644929, 11.14641494179552 46.0326948810986, 11.1464018752114 46.03287252920806, 11.14629670653145 46.03318372954566, 11.14622772617007 46.03345289139271, 11.14619747971055 46.03362321725496, 11.14625515439285 46.03363629705169, 11.14619616306508 46.03381082290219, 11.14616780758906 46.03394984252558, 11.14615295456195 46.03418633482551, 11.14614217609676 46.03448358057415, 11.14612205273663 46.03473530584173, 11.14609294224083 46.03485758443651, 11.14602347101016 46.03505095030603, 11.14592258023145 46.03528561492139, 11.14583423588214 46.03532953402755, 11.14577594549934 46.03548738138768, 11.1457420053789 46.03562137833247, 11.14571298815011 46.0356760875195, 11.14559637164921 46.03587417571476, 11.14561849365977 46.03598669116412, 11.14562196827677 46.0359907514976, 11.14558304860749 46.03620495240262, 11.14552612736277 46.03648677356565, 11.14548859132938 46.03681814547653, 11.14553110536521 46.03681830224524, 11.14545794758707 46.03690777555653, 11.14533845233999 46.03694360023136, 11.14504166473518 46.03707225362783, 11.14497861347481 46.03709006294835, 11.14491965512237 46.03711867348726, 11.14488860948309 46.03713800984757, 11.14485754401626 46.03716310088427, 11.14481917618188 46.03720975193162, 11.14467399306034 46.03738787915936, 11.14456712831347 46.03753133329686, 11.1445121463071 46.03760312163332, 11.14442085115564 46.03771595059533, 11.1443901318308 46.03775322162332, 11.14433688511658 46.03781271130066, 11.14428360540144 46.03786312354048, 11.14416102522023 46.03798286780567, 11.14412507184338 46.03802734175219, 11.14397597277998 46.03813521575281, 11.14388454789453 46.038191783291, 11.14374801198488 46.03826313686587, 11.14372793478668 46.03827513589331, 11.14370204497328 46.03829377440527, 11.14363776175965 46.03836195647075, 11.1436115888247 46.03846261473086, 11.143576748236 46.03861323646841, 11.1435445134171 46.03868420119326, 11.14350256343993 46.03873864581103, 11.14326795668208 46.03891726522081, 11.14299380258303 46.03914421619338, 11.14296758478727 46.03916936194904, 11.14289088183493 46.03930068182691, 11.14274480329176 46.03950425486519, 11.14270942931582 46.0395704651011, 11.14267113080465 46.03972448329573, 11.14265096616012 46.03987698995447, 11.14262867681212 46.04004604431435, 11.14261118785758 46.04010951591384, 11.1425736015588 46.04021055296749, 11.14256163418052 46.04025555267796, 11.14224427711044 46.04037224377407, 11.14211823995562 46.04042615926436, 11.14205519217643 46.04045312941064, 11.14203643074044 46.04046363232513, 11.14205185304649 46.04061152889265, 11.14205900145217 46.04074892729881, 11.14205360239007 46.04077010222278, 11.14201096645193 46.0408441323018, 11.14196525680124 46.04091023971184, 11.14189092332742 46.04100980766457, 11.14181749557841 46.0411011975398, 11.14168392019355 46.04122921128088, 11.14155467444037 46.04134174656775, 11.14130138744802 46.04147187996497, 11.14127874182148 46.04153254339956, 11.14131083287834 46.04160958484919, 11.14131578264191 46.04178184195526, 11.14130652890534 46.04195876497387, 11.14128544322886 46.04202678187163, 11.14101690376987 46.04223868869701, 11.14083394170873 46.0423591651825, 11.14069588617861 46.04248341778917, 11.14057290189745 46.04258206415629, 11.14058711479376 46.04259937610252, 11.14053312484531 46.04262280457191, 11.14032243206051 46.04280260606877, 11.1401924525354 46.04297584481869, 11.14002456827445 46.04323427114249, 11.1399732292663 46.04330548125579, 11.13992957110329 46.04333770439388, 11.13982273904764 46.04340220818768, 11.13966689498236 46.04346249467443, 11.13944466762752 46.04354519894987, 11.139031057538 46.04366677777965, 11.13889338231309 46.0437455504709, 11.13890295511847 46.04382761142496, 11.13877128102199 46.04388033308125, 11.13874272026116 46.04393918601147, 11.13872369807193 46.04397838348101, 11.13868972510846 46.04406547834908, 11.13868295939642 46.04425805414436, 11.13867762647621 46.04435748332329, 11.13867517492108 46.04439801389894, 11.13867385122259 46.04440512512753, 11.13869491092998 46.04446028567871, 11.13866100655971 46.04447515764516, 11.13865132908171 46.04453906924125, 11.13862689159263 46.0446790513477, 11.13856211364026 46.04480939200922, 11.13850548009956 46.04502341062187, 11.13850989625654 46.04507122528318, 11.13851191918987 46.04515790302239, 11.13851477699966 46.04528035273233, 11.13850002330885 46.04528707346871, 11.13856100185485 46.04552382478019, 11.13857731022099 46.04559813564645, 11.13858433318725 46.04571597729525, 11.13856197475336 46.04577845040279, 11.13857008520046 46.04588310319671, 11.13864654653235 46.04627274855193, 11.13865397046741 46.04639599296014, 11.13862202790425 46.04649429342957, 11.13859123842773 46.04653434525631, 11.13853690179481 46.04658173993515, 11.13843091583734 46.04664579514763, 11.13809848941767 46.0468601301695, 11.13786283983696 46.04702164020333, 11.13780633301942 46.04708900776121, 11.13777754233057 46.04713618476821, 11.13769031965474 46.04735870526266, 11.13766990255759 46.04746794007389, 11.13763759546637 46.04769031310872, 11.13761629149772 46.04784715610258, 11.13760208490674 46.04789205547963, 11.13751624381096 46.04814431211707, 11.13748905594931 46.04821076807797, 11.13742692741201 46.0482038387596, 11.13734410362263 46.04828502393878, 11.13735958366697 46.04829082346475, 11.13735439249898 46.04829801298775, 11.13733776006562 46.04829114354796, 11.13731103060264 46.0483193901027, 11.13725907010394 46.04837268428376, 11.13718854266344 46.04844813841942, 11.13712987658097 46.04850786484828, 11.1370330901593 46.04861127398232, 11.13697902655343 46.04867091687873, 11.13686989262791 46.04884929533707, 11.13676620538237 46.04894629351289, 11.13671645898504 46.04898579401185, 11.13652995215072 46.04912005776293, 11.13637746094779 46.04927674575183, 11.13631206921996 46.04935367857279, 11.13620092046629 46.04950687796745, 11.13614073561184 46.04957158053067, 11.1359696466066 46.0497188816942, 11.13588963019589 46.04983398413471, 11.13586558131226 46.04990815060354, 11.13594053374662 46.05065682972424, 11.13599558440688 46.05089994960114, 11.13564490062483 46.05094659527033, 11.13565471292118 46.05105881739121, 11.13573217493195 46.051056860398, 11.13575440903964 46.05116263970667, 11.13572071030012 46.05130495587477, 11.13577749119172 46.0513086957131, 11.13591698493478 46.05199619240504, 11.13608376083375 46.05275500947673, 11.13600311899446 46.05277640825728, 11.13567219903528 46.052874939561, 11.13565873980316 46.05288210296735, 11.13560477319244 46.05293880877133, 11.13555499584788 46.0529825778403, 11.13571276121341 46.05303830123619, 11.13579666243513 46.05320966417391, 11.1358475114719 46.05338167305869, 11.13574660623846 46.05354042536612, 11.1357485827588 46.05355984994249, 11.13576188683327 46.05358649016533, 11.13576183737603 46.05359727926104, 11.13570690838778 46.05363888745518, 11.13569651437289 46.05365325246644, 11.13571466608336 46.05374895451224, 11.13580951042418 46.0537865446491, 11.135641272844 46.05398761977469, 11.13556288081278 46.05406357644157, 11.13535805639614 46.05425467736149, 11.1353404027665 46.05427478679341, 11.13541574432497 46.05428931434174, 11.13547517277996 46.05430358806836, 11.13580641511585 46.05439083221416, 11.13586059982122 46.05442257473749, 11.1358798775917 46.05443259511996, 11.13597931495373 46.05450959111026, 11.136606632932 46.05494433615325, 11.13668185580805 46.0550177796943, 11.13692899703769 46.05529345089044, 11.1370146067673 46.05535757759953, 11.13715098771762 46.0554089034738, 11.13724407056195 46.05542277918212, 11.13742522692847 46.05540830455325, 11.13753216719928 46.05541634736483, 11.13762340298151 46.0554401193159, 11.13766464817882 46.05546189131224, 11.13773765277212 46.05551746903353, 11.13807051121598 46.05587993741043, 11.13821290308039 46.05599144402862, 11.13839725442792 46.05608172440655, 11.13861390482252 46.05617297696561, 11.13862175686035 46.05617947153274, 11.13883878318841 46.05655723837297, 11.13906565458437 46.05670293804265, 11.13911573708404 46.05674236152109, 11.13912364979053 46.05676387865689, 11.13912994745943 46.05679951501703, 11.13911280950551 46.05684580284371, 11.13888283123654 46.05695637432146, 11.13893298180117 46.05709393480223, 11.13936362283992 46.05709662224731, 11.13953220584073 46.05710510063366))"
